	cond_1v2_log2FC	cond_1v2_Padj	cond_1v2_Sig	cond_1v3_log2FC	cond_1v3_Padj	cond_1v3_Sig	cond_1v4_log2FC	cond_1v4_Padj	cond_1v4_Sig	cond_1v5_log2FC	cond_1v5_Padj	cond_1v5_Sig	cond_1v6_log2FC	cond_1v6_Padj	cond_1v6_Sig	cond_1v7_log2FC	cond_1v7_Padj	cond_1v7_Sig	cond_1v8_log2FC	cond_1v8_Padj	cond_1v8_Sig	cond_1v9_log2FC	cond_1v9_Padj	cond_1v9_Sig	cond_2v3_log2FC	cond_2v3_Padj	cond_2v3_Sig	cond_2v4_log2FC	cond_2v4_Padj	cond_2v4_Sig	cond_2v5_log2FC	cond_2v5_Padj	cond_2v5_Sig	cond_2v6_log2FC	cond_2v6_Padj	cond_2v6_Sig	cond_2v7_log2FC	cond_2v7_Padj	cond_2v7_Sig	cond_2v8_log2FC	cond_2v8_Padj	cond_2v8_Sig	cond_2v9_log2FC	cond_2v9_Padj	cond_2v9_Sig	cond_3v4_log2FC	cond_3v4_Padj	cond_3v4_Sig	cond_3v5_log2FC	cond_3v5_Padj	cond_3v5_Sig	cond_3v6_log2FC	cond_3v6_Padj	cond_3v6_Sig	cond_3v7_log2FC	cond_3v7_Padj	cond_3v7_Sig	cond_3v8_log2FC	cond_3v8_Padj	cond_3v8_Sig	cond_3v9_log2FC	cond_3v9_Padj	cond_3v9_Sig	cond_4v5_log2FC	cond_4v5_Padj	cond_4v5_Sig	cond_4v6_log2FC	cond_4v6_Padj	cond_4v6_Sig	cond_4v7_log2FC	cond_4v7_Padj	cond_4v7_Sig	cond_4v8_log2FC	cond_4v8_Padj	cond_4v8_Sig	cond_4v9_log2FC	cond_4v9_Padj	cond_4v9_Sig	cond_5v6_log2FC	cond_5v6_Padj	cond_5v6_Sig	cond_5v7_log2FC	cond_5v7_Padj	cond_5v7_Sig	cond_5v8_log2FC	cond_5v8_Padj	cond_5v8_Sig	cond_5v9_log2FC	cond_5v9_Padj	cond_5v9_Sig	cond_6v7_log2FC	cond_6v7_Padj	cond_6v7_Sig	cond_6v8_log2FC	cond_6v8_Padj	cond_6v8_Sig	cond_6v9_log2FC	cond_6v9_Padj	cond_6v9_Sig	cond_7v8_log2FC	cond_7v8_Padj	cond_7v8_Sig	cond_7v9_log2FC	cond_7v9_Padj	cond_7v9_Sig	cond_8v9_log2FC	cond_8v9_Padj	cond_8v9_Sig
639300196	1.6   	3.3e-15	TRUE	1.6   	7.1e-16	TRUE	1.2   	5.8e-09	TRUE	1.5   	1.5e-13	TRUE	0.8   	2.7e-05	TRUE	1.3   	1.2e-08	TRUE	1.7   	9.3e-16	TRUE	1     	1.9e-07	TRUE	-0.072	0.94  	FALSE	-0.47 	0.13  	FALSE	-0.18 	0.82  	FALSE	-0.84 	0.00011	TRUE	-0.38 	0.13  	FALSE	0.027 	0.91  	FALSE	-0.62 	0.0057	TRUE	-0.4  	0.38  	FALSE	-0.1  	1     	FALSE	-0.77 	0.00017	TRUE	-0.31 	0.2   	FALSE	0.099 	0.67  	FALSE	-0.55 	0.01  	TRUE	0.29  	0.39  	FALSE	-0.37 	0.075 	FALSE	0.083 	0.74  	FALSE	0.49  	0.029 	TRUE	-0.16 	0.5   	FALSE	-0.66 	0.0015	TRUE	-0.21 	0.4   	FALSE	0.2   	0.39  	FALSE	-0.45 	0.042 	TRUE	0.45  	0.1   	FALSE	0.87  	0.00054	TRUE	0.21  	0.39  	FALSE	0.41  	0.24  	FALSE	-0.24 	0.39  	FALSE	-0.65 	0.0083	TRUE
639300197	-0.5  	0.2   	FALSE	-0.56 	0.12  	FALSE	0.27  	0.55  	FALSE	-0.77 	0.03  	TRUE	-1.5  	2.6e-06	TRUE	-0.93 	0.0065	TRUE	-0.77 	0.018 	TRUE	-0.76 	0.021 	TRUE	-0.068	0.96  	FALSE	0.76  	0.099 	FALSE	-0.27 	0.79  	FALSE	-0.97 	0.0014	TRUE	-0.43 	0.2   	FALSE	-0.28 	0.4   	FALSE	-0.27 	0.43  	FALSE	0.83  	0.14  	FALSE	-0.21 	0.99  	FALSE	-0.9  	0.002 	TRUE	-0.37 	0.27  	FALSE	-0.21 	0.51  	FALSE	-0.2  	0.55  	FALSE	-1    	0.01  	TRUE	-1.7  	6.7e-08	TRUE	-1.2  	0.0006	TRUE	-1    	0.0019	TRUE	-1    	0.0025	TRUE	-0.7  	0.019 	TRUE	-0.16 	0.64  	FALSE	-0.0036	0.99  	FALSE	0.0044	0.99  	FALSE	0.53  	0.16  	FALSE	0.69  	0.062 	FALSE	0.7   	0.041 	TRUE	0.16  	0.79  	FALSE	0.17  	0.68  	FALSE	0.008 	0.98  	FALSE
639300198	0.18  	0.33  	FALSE	-0.041	0.84  	FALSE	-0.074	0.71  	FALSE	0.056 	0.78  	FALSE	-0.74 	2.6e-07	TRUE	-1.5  	8.3e-26	TRUE	-0.95 	2.7e-11	TRUE	-0.58 	8.3e-05	TRUE	-0.22 	0.56  	FALSE	-0.25 	0.27  	FALSE	-0.12 	0.81  	FALSE	-0.92 	2.4e-10	TRUE	-1.7  	2.3e-31	TRUE	-1.1  	4.3e-15	TRUE	-0.75 	3.1e-07	TRUE	-0.034	0.97  	FALSE	0.097 	1     	FALSE	-0.7  	1e-06 	TRUE	-1.5  	9.2e-25	TRUE	-0.91 	1.4e-10	TRUE	-0.53 	0.00027	TRUE	0.13  	0.63  	FALSE	-0.67 	4e-06 	TRUE	-1.4  	2.3e-23	TRUE	-0.88 	9.4e-10	TRUE	-0.5  	0.00073	TRUE	-0.8  	3.1e-08	TRUE	-1.6  	1.2e-27	TRUE	-1    	1.7e-12	TRUE	-0.63 	1.6e-05	TRUE	-0.76 	8.6e-07	TRUE	-0.21 	0.28  	FALSE	0.17  	0.33  	FALSE	0.55  	0.0011	TRUE	0.92  	7.4e-10	TRUE	0.38  	0.018 	TRUE
639300199	0.45  	0.26  	FALSE	0.31  	0.42  	FALSE	-0.015	0.98  	FALSE	0.12  	0.79  	FALSE	-0.43 	0.18  	FALSE	0.11  	0.77  	FALSE	0.023 	0.95  	FALSE	0.1   	0.78  	FALSE	-0.14 	0.92  	FALSE	-0.46 	0.39  	FALSE	-0.33 	0.74  	FALSE	-0.88 	0.0074	TRUE	-0.34 	0.37  	FALSE	-0.42 	0.22  	FALSE	-0.35 	0.34  	FALSE	-0.33 	0.77  	FALSE	-0.2  	1     	FALSE	-0.74 	0.017 	TRUE	-0.2  	0.59  	FALSE	-0.29 	0.38  	FALSE	-0.21 	0.56  	FALSE	0.13  	0.86  	FALSE	-0.41 	0.19  	FALSE	0.12  	0.74  	FALSE	0.038 	0.91  	FALSE	0.12  	0.75  	FALSE	-0.54 	0.085 	FALSE	-0.0066	0.99  	FALSE	-0.093	0.79  	FALSE	-0.015	0.97  	FALSE	0.54  	0.21  	FALSE	0.45  	0.3   	FALSE	0.53  	0.15  	FALSE	-0.086	0.9   	FALSE	-0.008	0.99  	FALSE	0.078 	0.85  	FALSE
639300200	0.11  	0.89  	FALSE	-0.59 	0.34  	FALSE	0.12  	0.87  	FALSE	-0.65 	0.29  	FALSE	-0.91 	0.082 	FALSE	-0.28 	0.64  	FALSE	-0.59 	0.28  	FALSE	0.94  	0.13  	FALSE	-0.7  	0.61  	FALSE	0.014 	NA    	NA	-0.76 	0.53  	FALSE	-1    	0.056 	FALSE	-0.39 	0.53  	FALSE	-0.69 	0.21  	FALSE	0.83  	0.19  	FALSE	0.71  	0.65  	FALSE	-0.066	1     	FALSE	-0.32 	0.52  	FALSE	0.31  	0.6   	FALSE	0.0025	1     	FALSE	1.5   	0.01  	TRUE	-0.78 	0.35  	FALSE	-1    	0.051 	FALSE	-0.4  	0.51  	FALSE	-0.71 	0.19  	FALSE	0.82  	0.2   	FALSE	-0.26 	0.62  	FALSE	0.38  	0.53  	FALSE	0.068 	0.9   	FALSE	1.6   	0.0077	TRUE	0.63  	0.37  	FALSE	0.33  	0.69  	FALSE	1.9   	0.0048	TRUE	-0.31 	NA    	NA	1.2   	0.085 	FALSE	1.5   	0.02  	TRUE
639300201	-0.25 	0.86  	FALSE	-0.27 	0.81  	FALSE	-0.24 	0.86  	FALSE	-1.3  	0.29  	FALSE	-2.6  	0.013 	TRUE	-2.5  	0.017 	TRUE	-2.4  	0.023 	TRUE	-0.71 	0.52  	FALSE	-0.02 	NA    	NA	0.011 	NA    	NA	-1    	0.72  	FALSE	-2.3  	0.023 	TRUE	-2.3  	0.027 	TRUE	-2.1  	0.038 	TRUE	-0.47 	0.68  	FALSE	0.03  	NA    	NA	-1    	NA    	NA	-2.3  	0.016 	TRUE	-2.3  	0.021 	TRUE	-2.1  	0.029 	TRUE	-0.45 	0.71  	FALSE	-1    	0.55  	FALSE	-2.3  	0.021 	TRUE	-2.3  	0.026 	TRUE	-2.1  	0.036 	TRUE	-0.48 	0.68  	FALSE	-1.3  	0.16  	FALSE	-1.3  	0.19  	FALSE	-1.1  	0.25  	FALSE	0.56  	0.6   	FALSE	0.04  	0.99  	FALSE	0.21  	NA    	NA	1.9   	0.095 	FALSE	0.17  	NA    	NA	1.8   	0.098 	FALSE	1.7   	0.14  	FALSE
639300202	0.75  	0.42  	FALSE	0.29  	0.76  	FALSE	1.9   	0.059 	FALSE	0.42  	0.65  	FALSE	-2.3  	0.00036	TRUE	-0.6  	0.42  	FALSE	-1.6  	0.012 	TRUE	-0.88 	0.21  	FALSE	-0.47 	NA    	NA	1.1   	NA    	NA	-0.33 	0.91  	FALSE	-3    	2e-05 	TRUE	-1.4  	0.085 	FALSE	-2.4  	0.00089	TRUE	-1.6  	0.03  	TRUE	1.6   	NA    	NA	0.13  	1     	FALSE	-2.6  	4.1e-05	TRUE	-0.89 	0.23  	FALSE	-1.9  	0.0026	TRUE	-1.2  	0.091 	FALSE	-1.4  	0.26  	FALSE	-4.1  	3.4e-06	TRUE	-2.5  	0.007 	TRUE	-3.5  	8.2e-05	TRUE	-2.7  	0.0023	TRUE	-2.7  	3.8e-05	TRUE	-1    	0.18  	FALSE	-2.1  	0.0021	TRUE	-1.3  	0.069 	FALSE	1.7   	0.034 	TRUE	0.64  	NA    	NA	1.4   	0.042 	TRUE	-1    	NA    	NA	-0.28 	0.76  	FALSE	0.77  	0.29  	FALSE
639300203	-0.022	0.99  	FALSE	-0.54 	0.52  	FALSE	-0.11 	0.92  	FALSE	-1.1  	0.15  	FALSE	-2.6  	0.00015	TRUE	-1.7  	0.018 	TRUE	-2    	0.0044	TRUE	-1.4  	0.049 	TRUE	-0.52 	NA    	NA	-0.086	NA    	NA	-1.1  	0.45  	FALSE	-2.5  	0.00019	TRUE	-1.7  	0.021 	TRUE	-1.9  	0.0052	TRUE	-1.4  	0.056 	FALSE	0.43  	NA    	NA	-0.6  	0.95  	FALSE	-2    	0.00058	TRUE	-1.2  	0.075 	FALSE	-1.4  	0.02  	TRUE	-0.87 	0.19  	FALSE	-1    	0.33  	FALSE	-2.5  	0.00022	TRUE	-1.6  	0.025 	TRUE	-1.9  	0.0064	TRUE	-1.3  	0.07  	FALSE	-1.4  	0.014 	TRUE	-0.58 	0.38  	FALSE	-0.82 	0.18  	FALSE	-0.27 	0.7   	FALSE	0.84  	0.27  	FALSE	0.6   	NA    	NA	1.1   	0.084 	FALSE	-0.24 	NA    	NA	0.31  	0.69  	FALSE	0.55  	0.44  	FALSE
639300204	0.26  	0.82  	FALSE	-0.78 	0.4   	FALSE	-0.96 	0.33  	FALSE	-1.4  	0.12  	FALSE	-3.7  	4.2e-06	TRUE	-3.5  	1.7e-05	TRUE	-3.2  	6.2e-05	TRUE	-2.2  	0.006 	TRUE	-1    	0.63  	FALSE	-1.2  	NA    	NA	-1.7  	0.28  	FALSE	-3.9  	4.4e-06	TRUE	-3.7  	1.5e-05	TRUE	-3.5  	5.1e-05	TRUE	-2.5  	0.004 	TRUE	-0.18 	NA    	NA	-0.62 	0.96  	FALSE	-2.9  	1.6e-05	TRUE	-2.7  	8.4e-05	TRUE	-2.4  	0.00036	TRUE	-1.5  	0.044 	TRUE	-0.44 	0.77  	FALSE	-2.7  	9.5e-05	TRUE	-2.5  	0.00039	TRUE	-2.2  	0.0014	TRUE	-1.3  	0.087 	FALSE	-2.3  	0.00055	TRUE	-2.1  	0.002 	TRUE	-1.8  	0.007 	TRUE	-0.84 	0.25  	FALSE	0.19  	0.84  	FALSE	0.47  	0.62  	FALSE	1.4   	0.049 	TRUE	0.28  	NA    	NA	1.2   	0.087 	FALSE	0.97  	0.19  	FALSE
639300205	-0.31 	0.36  	FALSE	-0.055	0.88  	FALSE	0.023 	0.96  	FALSE	-0.26 	0.44  	FALSE	1.1   	0.00026	TRUE	0.97  	0.0041	TRUE	0.71  	0.018 	TRUE	1.4   	1.9e-05	TRUE	0.26  	0.76  	FALSE	0.33  	0.48  	FALSE	0.054 	0.96  	FALSE	1.4   	2.4e-06	TRUE	1.3   	0.00012	TRUE	1     	0.00051	TRUE	1.7   	1.1e-07	TRUE	0.078 	0.96  	FALSE	-0.2  	0.98  	FALSE	1.2   	9.5e-05	TRUE	1     	0.002 	TRUE	0.77  	0.0089	TRUE	1.4   	6.5e-06	TRUE	-0.28 	0.57  	FALSE	1.1   	0.00037	TRUE	0.95  	0.0053	TRUE	0.69  	0.022 	TRUE	1.3   	3.2e-05	TRUE	1.4   	5e-06 	TRUE	1.2   	0.00022	TRUE	0.97  	0.00095	TRUE	1.6   	2.4e-07	TRUE	-0.15 	0.77  	FALSE	-0.41 	0.37  	FALSE	0.24  	0.57  	FALSE	-0.26 	0.66  	FALSE	0.39  	0.38  	FALSE	0.65  	0.086 	FALSE
639300206	0.092 	0.83  	FALSE	-0.11 	0.77  	FALSE	-0.28 	0.46  	FALSE	-0.0082	0.99  	FALSE	-1.9  	2.6e-11	TRUE	-2.5  	8.1e-18	TRUE	-1.7  	1.1e-08	TRUE	-1.2  	8.6e-05	TRUE	-0.21 	0.84  	FALSE	-0.37 	0.47  	FALSE	-0.1  	0.94  	FALSE	-2    	3.6e-12	TRUE	-2.6  	6.4e-19	TRUE	-1.7  	1.8e-09	TRUE	-1.2  	2.5e-05	TRUE	-0.16 	0.93  	FALSE	0.11  	1     	FALSE	-1.8  	3.4e-10	TRUE	-2.4  	2e-16 	TRUE	-1.5  	1e-07 	TRUE	-1    	0.00045	TRUE	0.27  	0.62  	FALSE	-1.6  	1.3e-08	TRUE	-2.2  	2.4e-14	TRUE	-1.4  	2.2e-06	TRUE	-0.88 	0.0034	TRUE	-1.9  	3.4e-11	TRUE	-2.5  	1.1e-17	TRUE	-1.6  	1.4e-08	TRUE	-1.1  	0.00011	TRUE	-0.55 	0.12  	FALSE	0.27  	0.53  	FALSE	0.77  	0.019 	TRUE	0.82  	0.022 	TRUE	1.3   	1.7e-05	TRUE	0.5   	0.13  	FALSE
639300207	-0.17 	0.55  	FALSE	-0.36 	0.15  	FALSE	-0.19 	0.5   	FALSE	-0.33 	0.19  	FALSE	-0.35 	0.11  	FALSE	-0.71 	0.0011	TRUE	-0.28 	0.21  	FALSE	-0.031	0.9   	FALSE	-0.2  	0.78  	FALSE	-0.02 	0.98  	FALSE	-0.17 	0.82  	FALSE	-0.18 	0.41  	FALSE	-0.54 	0.013 	TRUE	-0.11 	0.63  	FALSE	0.14  	0.57  	FALSE	0.18  	0.85  	FALSE	0.031 	1     	FALSE	0.014 	0.95  	FALSE	-0.35 	0.12  	FALSE	0.087 	0.7   	FALSE	0.33  	0.15  	FALSE	-0.15 	0.74  	FALSE	-0.16 	0.46  	FALSE	-0.52 	0.017 	TRUE	-0.091	0.69  	FALSE	0.16  	0.52  	FALSE	-0.017	0.94  	FALSE	-0.38 	0.091 	FALSE	0.056 	0.81  	FALSE	0.3   	0.19  	FALSE	-0.36 	0.17  	FALSE	0.073 	0.85  	FALSE	0.32  	0.21  	FALSE	0.43  	0.14  	FALSE	0.68  	0.0037	TRUE	0.25  	0.33  	FALSE
639300208	-1.1  	4.9e-06	TRUE	-1.1  	1.4e-05	TRUE	-1.2  	1.3e-06	TRUE	-0.79 	0.0019	TRUE	-3.1  	7.9e-45	TRUE	-3.1  	4.3e-43	TRUE	-2.8  	1.4e-35	TRUE	-3    	2.8e-42	TRUE	0.069 	0.94  	FALSE	-0.068	0.91  	FALSE	0.33  	0.51  	FALSE	-2    	1.8e-22	TRUE	-2    	1.8e-21	TRUE	-1.6  	9.1e-16	TRUE	-1.9  	1.7e-20	TRUE	-0.14 	0.9   	FALSE	0.26  	0.83  	FALSE	-2    	3.6e-25	TRUE	-2    	4.8e-24	TRUE	-1.7  	7.4e-18	TRUE	-2    	4.6e-23	TRUE	0.4   	0.22  	FALSE	-1.9  	2.6e-21	TRUE	-1.9  	2.2e-20	TRUE	-1.6  	8.7e-15	TRUE	-1.8  	2.1e-19	TRUE	-2.3  	7.7e-30	TRUE	-2.3  	1.5e-28	TRUE	-2    	5.7e-22	TRUE	-2.2  	1.4e-27	TRUE	0.013 	0.97  	FALSE	0.34  	0.19  	FALSE	0.084 	0.73  	FALSE	0.32  	0.25  	FALSE	0.072 	0.77  	FALSE	-0.25 	0.27  	FALSE
639300209	-0.35 	0.74  	FALSE	0.45  	0.69  	FALSE	0.013 	1     	FALSE	-0.45 	0.65  	FALSE	-2.4  	0.0017	TRUE	-2.1  	0.0072	TRUE	-2    	0.0071	TRUE	-1.7  	0.028 	TRUE	0.81  	NA    	NA	0.37  	NA    	NA	-0.1  	0.98  	FALSE	-2    	0.0053	TRUE	-1.8  	0.02  	TRUE	-1.7  	0.02  	TRUE	-1.4  	0.073 	FALSE	-0.44 	NA    	NA	-0.91 	0.86  	FALSE	-2.8  	0.00017	TRUE	-2.6  	0.001 	TRUE	-2.5  	0.00094	TRUE	-2.2  	0.0055	TRUE	-0.47 	0.77  	FALSE	-2.4  	0.0017	TRUE	-2.1  	0.0072	TRUE	-2.1  	0.0069	TRUE	-1.7  	0.029 	TRUE	-1.9  	0.0052	TRUE	-1.7  	0.022 	TRUE	-1.6  	0.022 	TRUE	-1.3  	0.085 	FALSE	0.25  	0.8   	FALSE	0.31  	NA    	NA	0.64  	0.39  	FALSE	0.059 	NA    	NA	0.39  	0.62  	FALSE	0.33  	0.67  	FALSE
639300210	-0.75 	0.25  	FALSE	-1    	0.083 	FALSE	0.026 	0.98  	FALSE	-1.5  	0.01  	TRUE	-3.3  	1.3e-10	TRUE	-2.8  	1.1e-07	TRUE	-2.6  	4.6e-07	TRUE	-1.9  	0.0005	TRUE	-0.29 	0.87  	FALSE	0.78  	0.38  	FALSE	-0.73 	0.53  	FALSE	-2.5  	1.9e-07	TRUE	-2    	5.2e-05	TRUE	-1.9  	0.00018	TRUE	-1.1  	0.034 	TRUE	1.1   	0.32  	FALSE	-0.44 	0.96  	FALSE	-2.2  	1.5e-06	TRUE	-1.7  	0.00032	TRUE	-1.6  	0.001 	TRUE	-0.81 	0.11  	FALSE	-1.5  	0.026 	TRUE	-3.3  	1.3e-10	TRUE	-2.8  	1e-07 	TRUE	-2.6  	4.2e-07	TRUE	-1.9  	0.0005	TRUE	-1.8  	0.00011	TRUE	-1.3  	0.0075	TRUE	-1.1  	0.019 	TRUE	-0.37 	0.49  	FALSE	0.51  	0.39  	FALSE	0.68  	0.27  	FALSE	1.4   	0.0062	TRUE	0.17  	0.85  	FALSE	0.93  	0.084 	FALSE	0.76  	0.16  	FALSE
639300211	0.074 	0.93  	FALSE	-0.04 	0.96  	FALSE	0.24  	0.77  	FALSE	-0.29 	0.69  	FALSE	-1.9  	0.00039	TRUE	-1.2  	0.05  	FALSE	-1.7  	0.0025	TRUE	-0.53 	0.39  	FALSE	-0.11 	0.97  	FALSE	0.16  	NA    	NA	-0.37 	0.85  	FALSE	-2    	0.00029	TRUE	-1.2  	0.039 	TRUE	-1.7  	0.0019	TRUE	-0.6  	0.33  	FALSE	0.28  	0.93  	FALSE	-0.25 	1     	FALSE	-1.9  	0.00032	TRUE	-1.1  	0.053 	FALSE	-1.6  	0.0022	TRUE	-0.49 	0.43  	FALSE	-0.53 	0.62  	FALSE	-2.2  	0.0001	TRUE	-1.4  	0.02  	TRUE	-1.9  	0.00073	TRUE	-0.77 	0.22  	FALSE	-1.6  	0.002 	TRUE	-0.86 	0.14  	FALSE	-1.4  	0.011 	TRUE	-0.23 	0.71  	FALSE	0.78  	0.25  	FALSE	0.26  	0.76  	FALSE	1.4   	0.02  	TRUE	-0.51 	NA    	NA	0.62  	0.35  	FALSE	1.1   	0.06  	FALSE
639300212	-0.59 	0.45  	FALSE	-0.98 	0.15  	FALSE	-0.6  	0.44  	FALSE	-1.1  	0.091 	FALSE	-3.6  	5.6e-10	TRUE	-2.7  	4.9e-06	TRUE	-3    	3.4e-07	TRUE	-2.3  	8.8e-05	TRUE	-0.39 	0.83  	FALSE	-0.0056	1     	FALSE	-0.56 	0.75  	FALSE	-3    	3.7e-08	TRUE	-2.1  	0.00016	TRUE	-2.4  	1.6e-05	TRUE	-1.7  	0.0023	TRUE	0.39  	0.89  	FALSE	-0.17 	1     	FALSE	-2.6  	2.3e-07	TRUE	-1.7  	0.001 	TRUE	-2    	0.0001	TRUE	-1.3  	0.012 	TRUE	-0.55 	0.59  	FALSE	-3    	3.2e-08	TRUE	-2.1  	0.00016	TRUE	-2.4  	1.5e-05	TRUE	-1.7  	0.0023	TRUE	-2.4  	1.7e-06	TRUE	-1.6  	0.0033	TRUE	-1.8  	0.00045	TRUE	-1.2  	0.031 	TRUE	0.85  	0.16  	FALSE	0.61  	0.36  	FALSE	1.2   	0.024 	TRUE	-0.24 	0.8   	FALSE	0.4   	0.52  	FALSE	0.64  	0.27  	FALSE
639300213	-0.92 	0.23  	FALSE	-0.21 	0.79  	FALSE	0.84  	0.36  	FALSE	-0.2  	0.82  	FALSE	-3    	4.1e-07	TRUE	-2    	0.0013	TRUE	-2.3  	0.00012	TRUE	-1.9  	0.0018	TRUE	0.71  	0.67  	FALSE	1.8   	NA    	NA	0.72  	0.66  	FALSE	-2.1  	5.9e-05	TRUE	-1.1  	0.05  	FALSE	-1.4  	0.0088	TRUE	-1    	0.072 	FALSE	1     	NA    	NA	0.012 	1     	FALSE	-2.8  	1.1e-07	TRUE	-1.8  	0.0015	TRUE	-2.1  	9.6e-05	TRUE	-1.7  	0.0022	TRUE	-1    	0.37  	FALSE	-3.8  	1e-07 	TRUE	-2.9  	0.00011	TRUE	-3.2  	1.3e-05	TRUE	-2.8  	0.00017	TRUE	-2.8  	3.3e-07	TRUE	-1.8  	0.0021	TRUE	-2.1  	0.00016	TRUE	-1.7  	0.003 	TRUE	0.95  	0.12  	FALSE	0.67  	0.27  	FALSE	1.1   	0.048 	TRUE	-0.28 	NA    	NA	0.11  	0.86  	FALSE	0.39  	0.51  	FALSE
639300214	-1.1  	3.9e-14	TRUE	-0.92 	7.6e-10	TRUE	-0.64 	6e-05 	TRUE	-0.78 	3.2e-07	TRUE	0.34  	0.041 	TRUE	0.37  	0.048 	TRUE	0.35  	0.038 	TRUE	0.75  	1.7e-05	TRUE	0.21  	0.51  	FALSE	0.49  	0.0043	TRUE	0.35  	0.12  	FALSE	1.5   	1.2e-21	TRUE	1.5   	5.5e-18	TRUE	1.5   	1.1e-21	TRUE	1.9   	8.6e-31	TRUE	0.27  	0.35  	FALSE	0.13  	0.94  	FALSE	1.3   	1.3e-16	TRUE	1.3   	7.2e-14	TRUE	1.3   	1.1e-16	TRUE	1.7   	4.8e-25	TRUE	-0.14 	0.59  	FALSE	0.98  	4.3e-10	TRUE	1     	1.1e-08	TRUE	0.99  	3.7e-10	TRUE	1.4   	6e-17 	TRUE	1.1   	3.9e-13	TRUE	1.2   	4e-11 	TRUE	1.1   	3.3e-13	TRUE	1.5   	8e-21 	TRUE	0.028 	0.91  	FALSE	0.0083	0.98  	FALSE	0.41  	0.048 	TRUE	-0.02 	0.96  	FALSE	0.38  	0.087 	FALSE	0.4   	0.049 	TRUE
639300215	-1.5  	4.8e-12	TRUE	-1.2  	1.6e-07	TRUE	-0.8  	0.00053	TRUE	-1.2  	5e-08 	TRUE	1     	1e-05 	TRUE	0.43  	0.067 	FALSE	0.75  	0.00093	TRUE	1.1   	2.8e-06	TRUE	0.34  	0.49  	FALSE	0.7   	0.0073	TRUE	0.3   	0.54  	FALSE	2.5   	5.6e-30	TRUE	1.9   	4.4e-18	TRUE	2.2   	4.8e-25	TRUE	2.6   	3.5e-31	TRUE	0.35  	0.51  	FALSE	-0.042	1     	FALSE	2.2   	1e-22 	TRUE	1.6   	1.1e-12	TRUE	1.9   	2e-18 	TRUE	2.2   	8.7e-24	TRUE	-0.4  	0.21  	FALSE	1.8   	4.5e-16	TRUE	1.2   	4.7e-08	TRUE	1.5   	1.8e-12	TRUE	1.9   	6.1e-17	TRUE	2.2   	1.6e-23	TRUE	1.6   	2.9e-13	TRUE	1.9   	4e-19 	TRUE	2.3   	1.4e-24	TRUE	-0.57 	0.043 	TRUE	-0.25 	0.46  	FALSE	0.07  	0.82  	FALSE	0.32  	0.36  	FALSE	0.64  	0.014 	TRUE	0.32  	0.24  	FALSE
639300216	-0.92 	0.43  	FALSE	-1.6  	0.15  	FALSE	0.019 	1     	FALSE	-2.6  	0.02  	TRUE	-4.1  	0.00017	TRUE	-3    	0.0057	TRUE	-3.6  	0.00097	TRUE	-2.8  	0.0089	TRUE	-0.64 	NA    	NA	0.94  	NA    	NA	-1.7  	0.34  	FALSE	-3.2  	0.00088	TRUE	-2    	0.038 	TRUE	-2.6  	0.006 	TRUE	-1.9  	0.06  	FALSE	1.6   	NA    	NA	-1.1  	NA    	NA	-2.6  	0.0015	TRUE	-1.4  	0.11  	FALSE	-2    	0.015 	TRUE	-1.2  	0.17  	FALSE	-2.7  	0.051 	FALSE	-4.1  	0.00018	TRUE	-3    	0.0058	TRUE	-3.6  	0.001 	TRUE	-2.8  	0.0099	TRUE	-1.5  	0.056 	FALSE	-0.31 	0.7   	FALSE	-0.91 	0.25  	FALSE	-0.12 	0.89  	FALSE	1.2   	0.27  	FALSE	0.56  	NA    	NA	1.3   	0.13  	FALSE	-0.6  	NA    	NA	0.19  	0.84  	FALSE	0.79  	0.4   	FALSE
639300217	0.066 	0.83  	FALSE	0.2   	0.46  	FALSE	0.059 	0.85  	FALSE	0.21  	0.43  	FALSE	-0.28 	0.21  	FALSE	0.21  	0.35  	FALSE	0.38  	0.087 	FALSE	-0.91 	2.5e-05	TRUE	0.13  	0.86  	FALSE	-0.0068	0.99  	FALSE	0.15  	0.85  	FALSE	-0.34 	0.12  	FALSE	0.15  	0.52  	FALSE	0.31  	0.16  	FALSE	-0.98 	6.8e-06	TRUE	-0.14 	0.9   	FALSE	0.012 	1     	FALSE	-0.48 	0.029 	TRUE	0.013 	0.96  	FALSE	0.18  	0.43  	FALSE	-1.1  	2.8e-07	TRUE	0.15  	0.73  	FALSE	-0.34 	0.13  	FALSE	0.15  	0.5   	FALSE	0.32  	0.15  	FALSE	-0.97 	8.3e-06	TRUE	-0.49 	0.026 	TRUE	0.001 	1     	FALSE	0.17  	0.47  	FALSE	-1.1  	2.1e-07	TRUE	0.49  	0.057 	FALSE	0.65  	0.011 	TRUE	-0.63 	0.0092	TRUE	0.16  	0.66  	FALSE	-1.1  	7.2e-07	TRUE	-1.3  	1.2e-08	TRUE
