locus_tag,LB1,LB2,LB3,Glucose1,Glucose2,Glucose3,Mannose1,Mannose2,Mannose3,Mannitol1,Mannitol2,Mannitol3,Arabinose1,Arabinose2,Arabinose3,Acetate1,Acetate2,Acetate3,Succinate1,Succinate2,Succinate3,Fumarate1,Fumarate2,Fumarate3,PCA1,PCA2,PCA3
Atu4659,19.28,18.08,21.36,9.97,10.83,14.62,15.82,12.18,14.23,16.64,19.49,15.95,11.26,11.51,12.72,13.59,8.77,13.32,4.98,8.42,7.16,15.5,8.16,9.94,18.17,13.03,13.09
Atu4660,19.59,17.63,20.32,12.22,16.02,14.22,15.43,16.42,16.15,16.82,20.41,15.07,7.01,4.32,5.45,10.0,9.09,10.43,3.88,8.34,4.09,4.88,4.43,8.5,33.15,11.18,11.53
Atu4661,11.27,9.48,10.82,28.73,34.74,30.63,21.95,27.19,27.77,14.9,16.78,15.71,9.49,8.23,9.7,20.23,15.13,17.83,7.87,7.73,8.45,8.85,8.54,11.68,86.82,22.33,36.34
Atu4662,5.91,3.25,4.3,9.0,6.26,8.91,6.31,6.2,9.25,3.28,5.86,6.02,4.39,5.88,3.01,11.97,8.26,8.46,4.23,4.55,7.7,6.74,4.79,7.09,13.16,3.77,6.61
Atu4663,4.17,4.8,4.93,3.31,8.6,7.9,5.59,6.67,7.5,8.71,4.84,6.74,3.72,2.88,4.48,8.17,6.66,3.21,3.47,4.04,1.86,4.64,6.04,8.63,17.4,4.56,6.91
Atu4664,5.41,4.48,4.87,7.3,6.62,7.29,7.49,6.75,7.01,6.04,6.23,7.28,3.52,3.06,3.63,7.33,6.59,5.84,3.32,5.5,4.44,6.44,4.12,8.74,16.17,4.97,5.22
Atu4665,31.15,34.37,28.4,31.9,37.76,38.91,31.73,33.2,32.31,34.28,40.47,39.55,16.59,15.18,14.74,22.43,22.6,26.46,22.65,24.75,23.12,26.49,27.71,31.83,71.28,27.4,53.97
Atu4666,329.79,263.68,274.98,330.44,211.28,328.28,825.43,546.77,434.8,540.33,534.3,539.79,559.48,419.74,638.18,140.54,73.15,183.74,204.12,203.84,211.82,215.5,225.64,215.44,316.04,184.71,226.23
Atu4667,82.14,54.47,51.96,172.41,81.74,141.32,158.68,144.94,178.52,127.07,97.21,118.09,102.19,139.71,153.17,33.22,14.98,48.9,29.0,40.57,42.57,41.34,36.5,42.89,79.7,44.7,52.04
Atu4668,57.37,30.22,32.94,58.55,41.85,52.34,54.01,55.62,62.55,59.33,47.5,51.4,41.17,51.72,48.87,25.94,13.35,28.6,21.88,34.79,32.18,33.2,25.23,40.71,49.88,37.35,54.06
Atu4669,201.5,189.8,188.39,87.97,65.36,63.16,60.05,78.88,81.02,86.53,84.86,69.17,69.86,54.18,69.17,54.35,31.93,50.17,37.13,41.77,64.87,54.4,56.74,72.78,66.84,58.31,69.74
Atu4670,9.43,3.21,10.41,5.47,7.79,5.12,15.6,10.56,7.8,7.15,9.22,14.87,5.54,4.21,10.2,526.05,423.82,521.81,466.16,324.61,305.09,404.33,405.81,383.58,130.55,215.36,246.82
Atu4671,66.09,61.07,67.55,45.86,41.91,30.49,26.87,33.91,31.31,34.84,41.74,24.09,29.46,29.02,25.44,2341.82,2333.98,1866.7,3100.34,2231.04,2049.79,2282.98,1798.52,2050.05,1377.48,1430.72,1516.72
Atu4673,245.84,263.13,264.34,173.07,175.2,171.84,157.03,177.55,171.61,201.59,190.97,201.24,187.24,169.67,172.22,55.7,43.22,73.69,32.48,43.43,37.03,63.25,82.54,59.97,59.23,60.26,60.33
Atu4674,27.33,26.98,26.62,69.03,57.52,66.2,49.62,61.75,67.35,63.65,70.22,73.19,56.82,43.0,47.89,55.05,70.54,53.5,102.84,80.74,77.78,87.68,108.13,91.84,66.89,93.89,81.65
Atu4675,246.5,234.89,248.93,96.23,112.3,109.11,93.85,106.11,96.98,110.47,111.11,106.52,109.31,104.57,100.39,44.73,47.06,54.74,40.4,51.03,49.34,41.39,73.63,59.49,57.9,58.64,49.71
Atu4676,74.65,62.31,68.92,35.82,26.89,25.15,40.29,43.41,35.92,42.7,44.93,48.17,27.05,22.06,23.09,32.83,36.5,38.71,19.94,25.55,31.29,51.78,49.38,46.86,79.87,40.93,51.86
Atu4677,2.34,1.19,0.0,0.0,0.0,1.59,2.14,2.56,3.03,0.67,1.56,0.0,1.47,2.35,1.58,5.62,6.54,3.33,4.24,1.95,8.12,3.61,0.71,6.44,5.51,1.32,3.27
Atu4678,303.03,307.24,280.06,148.93,155.34,150.97,167.34,180.91,149.96,149.03,145.62,142.54,125.24,111.24,98.83,81.02,48.93,83.2,42.48,72.89,95.8,97.21,102.17,94.31,501.87,142.32,227.2
Atu4679,43.83,43.29,35.54,30.24,18.23,14.1,21.6,32.32,22.77,21.92,20.18,21.92,15.59,19.96,8.69,9.06,7.69,14.89,4.98,9.95,14.84,12.74,9.76,10.1,26.06,16.34,16.16
Atu4680,39.03,29.07,31.22,19.29,17.6,13.52,17.73,25.58,20.05,16.74,20.24,23.2,13.68,9.38,12.85,7.98,6.69,9.84,2.9,10.4,11.34,10.96,9.09,12.86,17.24,13.47,16.98
Atu4681,39.11,38.15,26.74,18.06,16.58,12.99,21.29,20.36,16.83,15.87,20.85,17.39,10.64,13.29,14.29,7.44,3.54,6.74,2.84,5.41,4.88,8.35,9.76,9.89,11.47,7.64,8.51
Atu4682,33.47,27.86,29.53,15.68,14.47,11.57,15.35,20.03,17.55,16.37,24.27,18.73,12.54,11.53,10.43,13.65,16.24,8.54,61.06,16.84,19.61,28.39,20.78,27.76,8.45,10.57,7.7
Atu4683,19.4,16.5,14.05,5.82,6.64,6.22,9.78,10.04,7.3,10.77,10.12,8.87,6.24,5.26,7.65,6.87,7.74,4.78,3.33,4.97,1.45,7.06,5.43,6.39,3.68,3.84,2.1
Atu4684,26.14,16.51,18.61,8.17,10.11,9.93,11.6,12.46,12.74,15.03,18.01,13.34,6.82,8.35,7.36,9.03,8.71,6.76,4.3,5.78,4.12,8.98,9.57,10.76,7.63,7.22,4.48
Atu4685,26.18,27.86,27.42,19.99,21.14,23.92,28.35,28.66,30.45,27.19,26.74,23.55,22.65,20.94,33.99,18.52,11.23,16.84,10.3,12.19,12.16,19.14,14.52,16.44,25.11,13.67,17.82
Atu4686,5.06,1.59,4.14,6.76,6.82,7.03,6.24,5.39,4.82,2.65,6.74,4.78,6.61,6.76,8.41,13.69,11.68,11.95,9.25,6.92,16.17,8.16,8.98,12.48,20.53,11.87,12.17
Atu4687,20.15,24.42,23.14,126.63,176.9,145.35,81.7,86.56,94.71,62.04,52.69,52.84,136.83,127.17,115.65,312.71,201.24,272.16,131.66,282.06,336.78,265.52,251.31,265.51,353.47,352.73,447.17
Atu4688,6.94,11.05,9.23,31.08,48.98,45.26,27.84,29.58,24.43,21.94,25.71,21.32,29.05,38.58,29.89,57.13,35.88,50.33,26.22,54.01,62.09,67.41,66.64,62.03,74.95,49.49,57.69
Atu4689,9.96,12.28,11.77,32.53,40.85,42.91,25.51,24.84,23.22,16.06,22.83,21.68,36.86,29.43,32.14,51.14,31.69,32.68,29.68,31.42,27.28,48.57,43.61,47.57,54.43,38.73,53.59
Atu4690,10.28,9.55,16.47,26.8,41.01,33.45,28.17,27.17,33.06,29.1,25.27,28.73,37.09,28.12,30.68,40.7,26.96,53.82,39.44,45.23,58.05,44.82,48.58,58.66,49.07,41.56,47.76
Atu4691,18.61,20.65,20.65,35.23,53.57,51.21,35.38,35.51,33.42,28.78,28.29,34.74,40.07,34.3,39.0,19.68,14.14,18.4,11.98,24.16,32.44,26.6,30.16,28.45,23.5,15.87,16.98
Atu4692,12.93,12.83,11.3,15.37,19.07,16.2,15.69,21.08,22.37,23.41,17.42,16.94,20.96,16.74,22.1,21.07,15.6,18.15,16.49,19.23,19.48,21.33,17.25,24.68,33.08,28.75,27.18
Atu4693,6.87,9.19,6.77,10.98,10.19,9.44,12.11,13.16,9.76,8.3,8.96,10.82,13.87,10.72,16.64,16.18,10.79,8.96,6.66,4.14,8.26,8.48,5.56,9.06,13.35,8.57,4.96
Atu4694,4.03,4.62,1.79,5.1,3.01,4.64,5.0,5.22,3.23,6.53,3.62,7.62,4.81,2.29,2.9,8.16,9.0,5.16,4.89,7.84,11.63,8.82,7.34,9.51,8.37,6.94,9.91
Atu4695,16.49,14.33,15.92,13.0,19.84,20.64,21.79,30.41,23.41,22.31,35.11,38.02,16.52,18.28,15.66,10.52,11.38,12.0,6.96,13.24,21.42,11.92,8.3,13.07,48.85,17.76,18.88
Atu4696,3.15,2.89,2.42,4.11,4.72,4.85,6.33,7.71,3.91,6.82,7.99,8.2,3.57,3.17,3.84,6.73,6.39,3.59,2.93,4.04,4.01,6.42,2.49,8.1,7.64,2.85,4.06
Atu4697,5.48,5.26,9.34,6.54,6.15,5.97,9.88,10.0,10.83,7.88,7.95,11.43,5.17,5.61,4.21,8.26,9.01,5.5,4.0,3.95,4.84,6.96,7.25,8.87,9.91,6.74,6.31
Atu4698,12.16,9.4,11.35,7.79,9.9,8.68,12.42,16.91,14.95,11.64,23.54,22.03,9.75,8.22,10.73,10.65,10.01,8.74,22.63,17.09,15.37,15.95,15.4,17.61,22.59,6.22,8.16
Atu4699,5.52,7.41,5.32,5.63,6.12,5.46,8.58,11.94,9.73,9.07,15.0,15.96,6.89,5.75,7.1,9.49,7.07,3.61,4.44,4.78,5.67,7.07,5.47,7.32,14.58,5.32,3.66
Atu4700,3.14,5.11,3.52,5.45,3.23,3.54,4.92,9.15,6.16,4.99,10.03,8.6,3.06,2.31,4.52,6.69,4.82,3.57,0.65,3.14,4.34,3.87,1.71,5.61,8.84,4.61,4.21
Atu4701,7.77,7.46,9.36,6.92,10.79,8.1,14.17,12.1,10.5,13.93,19.91,17.52,8.55,8.0,11.85,8.61,9.81,6.63,4.02,7.64,4.49,8.48,5.08,8.91,29.93,6.58,12.69
Atu4702,57.03,59.99,62.35,60.39,55.82,64.38,94.25,92.78,84.12,100.49,123.16,149.42,64.39,48.26,56.48,72.39,55.57,60.29,76.66,108.32,115.07,87.06,103.26,81.25,192.38,130.43,142.65
Atu4703,19.41,24.74,18.93,19.32,16.27,17.76,17.7,18.06,22.57,22.07,28.45,29.59,16.94,18.5,14.87,36.49,30.66,32.03,34.86,41.02,36.98,49.99,43.33,37.38,16.49,33.99,29.84
Atu4704,16.7,15.52,17.49,5.82,14.39,10.51,14.96,12.8,14.2,14.66,20.28,21.59,11.17,7.64,11.81,16.24,13.88,12.27,20.98,20.69,27.83,23.48,22.6,29.47,8.56,9.08,8.27
Atu4705,16.54,12.99,14.86,21.56,28.5,27.66,23.65,31.38,23.6,26.15,30.42,29.56,23.52,22.13,26.83,28.94,17.56,16.57,9.23,16.01,23.31,20.82,23.31,23.97,55.99,22.8,29.77
Atu4706,14.65,16.23,14.68,24.44,27.27,22.45,12.08,16.03,19.42,11.22,8.91,8.43,14.63,17.04,24.39,254.77,316.39,244.6,164.57,241.54,407.45,288.38,260.76,341.65,216.7,225.61,233.53
Atu4707,9.91,6.71,10.68,19.76,25.12,20.49,12.61,15.62,21.21,11.27,9.81,8.26,16.68,15.24,20.44,150.8,157.72,150.7,113.24,141.61,220.16,219.71,178.31,242.16,173.58,144.65,153.43
Atu4708,20.62,16.49,14.48,38.54,43.04,35.5,28.78,33.08,31.35,18.15,20.27,19.2,27.95,26.53,29.53,252.75,292.78,247.72,209.06,336.16,469.11,398.1,348.81,437.22,348.6,234.54,245.32
Atu4709,3.54,7.23,3.14,10.26,8.68,9.21,4.53,5.5,11.91,7.05,1.77,2.09,10.03,7.11,18.37,45.84,55.37,55.96,58.16,103.97,165.77,116.43,98.51,127.57,41.97,38.55,41.6
Atu4710,11.65,10.94,12.35,66.95,87.67,72.03,41.22,48.65,41.58,22.08,24.27,25.0,45.55,46.76,50.33,309.53,204.47,269.38,137.82,459.4,756.24,349.79,342.54,390.3,162.63,258.08,368.01
Atu4711,13.38,11.81,16.22,14.33,9.51,11.89,15.43,12.15,14.88,14.45,13.04,12.76,12.45,13.39,15.41,11.88,10.6,9.98,9.42,8.88,4.68,10.41,12.3,11.14,5.94,4.58,4.53
Atu4712,8.76,8.46,9.81,12.02,9.75,11.46,10.6,11.61,11.91,8.91,7.07,6.76,11.02,6.48,9.14,9.35,12.07,11.54,9.06,9.23,12.25,9.96,8.96,11.42,6.34,4.95,3.87
Atu4713,4.83,10.66,4.44,9.32,5.26,5.57,7.04,7.44,5.27,9.15,10.0,8.37,5.74,4.66,7.73,26.03,17.6,14.65,10.53,8.05,10.53,8.6,7.82,10.08,10.08,11.21,12.89
Atu4714,27.13,21.21,14.97,8.73,8.4,8.17,12.32,16.28,11.84,19.54,18.88,12.26,9.67,6.86,10.87,74.29,166.08,70.33,82.27,68.07,60.58,84.06,71.43,77.68,36.63,49.05,52.24
Atu4716,8.68,9.06,7.21,10.33,7.36,10.27,12.37,10.18,10.68,10.22,12.53,9.58,9.1,7.88,11.83,213.1,222.47,183.35,363.3,234.14,199.55,165.63,135.11,152.01,101.72,156.72,139.8
Atu4718,5.01,5.73,5.22,6.68,4.97,4.17,4.68,7.9,7.46,5.47,7.75,5.88,6.06,4.56,8.5,23.11,20.17,16.66,8.29,4.02,10.19,8.41,13.65,12.69,7.25,13.15,16.37
Atu4719,17.22,17.87,18.68,37.26,42.22,37.81,29.34,33.04,31.72,29.14,22.94,28.16,47.73,36.45,27.29,111.51,51.91,94.29,28.06,56.1,68.08,52.99,54.15,55.36,51.57,86.64,95.01
Atu4720,6.93,7.07,7.05,10.51,15.47,10.64,9.76,12.82,9.67,11.0,7.52,9.45,8.83,11.22,11.77,22.36,11.6,20.92,6.0,12.01,17.5,17.11,12.54,18.93,13.06,15.3,12.62
Atu4721,9.47,9.27,8.06,8.78,16.41,14.21,10.5,11.47,11.55,10.55,11.61,9.49,15.85,9.88,10.75,18.59,9.52,13.15,4.5,12.01,14.0,13.79,11.51,18.58,10.96,9.2,7.62
Atu4722,14.38,13.27,11.44,13.27,15.46,14.32,13.62,14.0,15.49,14.9,14.15,14.49,17.4,14.55,13.04,16.53,9.27,13.54,10.0,10.48,10.88,14.16,8.32,15.31,8.55,11.22,7.18
Atu4723,20.41,21.67,20.54,22.72,22.02,22.87,22.22,25.3,24.67,25.51,25.96,23.45,25.47,21.67,23.87,20.88,18.73,19.2,11.51,14.35,11.88,15.72,17.42,18.26,20.37,17.73,13.2
Atu4724,52.44,35.9,43.4,27.12,14.69,16.93,23.51,33.9,36.4,27.26,37.94,21.25,18.86,17.04,39.16,3008.43,5181.85,3286.92,11698.88,5567.45,3902.34,3081.15,2304.05,2948.24,1011.63,2213.11,1565.53
Atu4726,23.94,16.12,15.57,33.07,7.25,7.14,9.93,11.38,10.44,10.24,8.49,14.74,7.46,9.11,6.73,6134.98,9200.62,5298.61,7804.53,5616.06,3982.21,4008.79,3990.85,4025.27,811.87,3566.69,3502.23
Atu4727,66.85,65.8,62.23,584.86,743.18,646.58,398.08,513.27,451.62,241.92,274.22,255.6,484.91,391.84,478.51,1185.32,932.81,1094.76,912.18,892.58,860.82,1007.69,1039.78,1035.51,1784.45,973.83,1130.37
Atu4728,22.8,24.55,25.25,116.13,53.35,101.9,199.34,88.46,99.19,38.56,43.15,33.18,62.24,135.53,202.08,21.7,23.38,27.49,21.29,19.52,18.21,23.12,22.14,26.04,26.3,21.55,22.18
Atu4729,10.49,11.58,11.16,11.88,3.05,9.57,11.21,7.87,10.16,6.29,3.94,4.69,3.18,7.53,7.82,4.38,9.13,4.67,1.78,4.14,4.63,7.18,4.17,8.57,2.76,3.99,2.99
Atu4730,2.89,0.98,2.28,6.05,8.12,5.81,3.75,8.21,5.32,6.76,6.85,6.69,3.94,1.51,2.75,28.46,9.54,21.22,7.14,24.85,28.95,46.2,43.55,43.92,4.88,9.63,10.78
Atu4731,1.88,2.17,2.22,5.08,4.59,5.38,3.61,5.62,4.53,6.77,6.01,5.51,4.49,3.44,3.56,38.84,13.13,31.88,12.57,39.45,52.98,64.25,71.88,70.57,12.01,14.94,12.54
Atu4732,41.35,39.12,39.06,72.54,84.89,82.46,59.1,67.35,62.14,96.23,82.94,94.73,63.71,40.21,39.96,701.55,288.32,635.1,486.52,862.08,884.29,1149.13,1191.69,1117.79,365.22,502.24,393.23
Atu4733,111.1,106.08,113.91,200.0,214.36,177.8,130.77,193.5,173.85,228.59,247.42,225.19,144.64,102.66,107.88,2042.05,1067.02,1788.63,1084.98,1748.46,1825.39,2230.08,2649.88,2351.26,1032.12,1606.79,1536.86
Atu4734,666.85,686.64,642.11,447.35,476.33,442.97,436.11,444.37,422.55,460.97,474.92,480.47,416.76,411.4,392.96,69.72,47.89,124.5,48.76,63.19,78.07,92.87,95.18,87.72,211.37,93.97,124.33
Atu4736,40.63,41.83,42.3,153.44,203.47,169.21,115.16,125.27,131.74,131.77,120.05,131.29,193.07,193.2,199.44,18.67,7.91,32.1,4.93,12.52,17.15,9.35,14.15,11.04,126.59,45.03,56.35
Atu4737,11.69,14.48,18.76,20.56,32.74,34.72,21.94,37.79,36.26,22.79,40.06,26.85,22.6,33.52,26.35,30.29,15.16,35.17,6.91,16.72,25.08,31.95,33.49,34.47,42.89,33.98,23.34
Atu4738,28.87,23.25,22.94,23.54,21.27,23.68,28.68,25.14,36.36,25.93,22.31,23.17,25.64,23.37,26.24,14.23,18.46,14.08,19.06,13.76,11.21,18.56,16.21,25.81,10.18,9.87,8.41
Atu4739,9.86,8.73,10.25,11.93,12.53,14.11,8.38,9.18,7.51,4.07,3.61,4.1,12.69,12.33,11.43,54.35,35.57,45.4,15.13,249.93,369.8,305.75,312.54,265.81,60.91,227.47,234.99
Atu4740,43.83,43.24,40.2,10.92,11.6,11.06,9.03,9.97,6.62,8.09,6.45,7.94,12.89,13.71,12.7,78.94,110.4,72.72,14.27,101.62,146.93,185.78,175.68,204.11,95.61,166.44,135.56
Atu4741,28.88,25.81,27.71,64.14,69.05,66.43,65.11,62.87,70.36,66.05,68.54,61.82,65.59,66.97,76.04,336.05,317.23,317.78,220.13,249.31,259.71,377.97,339.87,357.03,308.08,297.85,266.84
Atu4742,6.13,5.77,6.69,11.61,8.27,10.23,4.82,8.26,7.31,8.05,7.54,4.46,6.53,9.47,6.8,11.07,7.91,2.15,7.8,6.3,6.54,10.48,5.73,9.52,3.75,4.26,3.69
Atu4743,16.84,14.57,22.58,13.12,12.41,15.48,15.28,14.25,13.46,11.26,16.03,19.0,11.75,12.5,14.03,20.99,13.93,11.6,14.19,14.48,17.98,21.65,20.63,21.28,14.23,15.19,14.87
Atu4744,5.94,2.87,3.69,47.07,67.07,53.11,35.12,37.52,41.03,21.68,19.78,15.66,47.89,42.45,52.82,96.03,90.79,99.06,293.2,195.55,171.1,307.75,294.13,304.98,80.81,147.46,95.57
Atu4745,1.54,1.36,1.45,11.28,7.72,8.89,8.68,6.51,6.57,6.06,3.55,4.07,7.55,6.45,8.31,12.58,10.38,5.6,32.53,23.03,18.94,48.82,38.49,48.6,6.75,9.38,7.91
Atu4746,0.45,1.69,0.89,6.75,4.5,5.84,6.03,4.17,4.66,4.27,2.8,3.41,4.54,3.62,3.39,7.37,8.4,6.67,17.4,11.03,4.86,25.03,17.35,22.88,3.7,4.42,4.54
Atu4747,0.31,1.1,0.73,4.44,3.32,4.16,3.81,3.36,2.38,2.62,3.68,2.47,4.15,2.87,2.77,5.4,6.86,3.84,12.06,10.07,7.44,14.96,16.04,18.01,4.33,2.95,3.77
Atu4748,0.54,0.91,2.54,4.68,2.59,4.05,2.88,3.4,3.71,1.84,4.06,3.39,3.16,2.64,5.17,4.21,3.88,3.47,5.93,4.39,2.49,8.19,8.72,9.05,1.56,3.45,1.6
Atu4749,2.54,1.65,1.63,2.67,3.33,6.88,3.53,4.71,5.48,3.93,3.69,3.27,4.79,4.63,8.31,7.87,10.79,7.08,7.39,8.97,3.73,11.95,11.48,15.43,2.67,5.21,1.55
Atu4750,5.62,6.45,6.44,23.91,22.29,20.32,17.69,16.02,17.8,19.18,14.05,16.61,19.23,19.04,18.21,14.06,12.76,13.8,22.7,14.46,11.36,43.35,36.5,37.22,4.45,6.35,5.11
Atu4751,22.56,31.61,21.95,22.22,24.22,22.74,25.3,19.26,23.48,17.28,17.79,15.67,19.21,24.84,26.0,8.02,12.11,9.26,2.86,5.8,2.84,8.14,5.78,9.15,4.44,2.6,5.66
Atu4752,7.84,5.59,5.56,8.23,9.91,7.08,7.15,6.72,8.1,7.58,7.83,6.11,7.77,7.34,6.53,9.2,6.7,6.47,6.48,8.72,13.58,11.85,11.43,14.91,4.39,6.2,3.94
Atu4753,5.07,4.72,5.21,5.43,8.42,6.78,6.44,4.99,6.16,6.52,5.88,3.13,5.55,7.97,7.16,8.23,7.55,5.52,10.71,11.28,13.75,18.23,18.76,20.02,4.94,9.97,9.62
Atu4754,5.05,2.34,4.61,3.99,6.63,2.9,4.19,3.52,8.07,4.7,3.06,3.69,3.32,4.91,5.79,7.1,5.77,4.7,10.2,10.72,7.95,9.06,17.57,14.31,3.15,5.96,6.67
Atu4755,11.48,19.21,13.57,27.54,31.65,27.24,20.29,20.81,22.07,19.79,11.71,13.91,22.01,19.92,22.15,48.8,38.08,44.51,106.44,138.27,152.48,102.26,87.4,97.88,35.94,73.79,71.6
Atu4756,10.7,9.37,13.72,9.6,11.97,9.4,12.21,8.91,13.87,13.71,11.85,9.98,11.19,10.29,11.14,13.67,11.37,9.78,21.97,23.47,24.72,35.71,28.94,30.69,9.37,15.5,15.34
Atu4757,12.44,12.69,12.72,7.7,11.64,13.0,8.23,10.31,10.18,12.38,11.23,9.68,10.69,9.71,12.27,14.24,8.69,11.65,27.87,30.14,35.33,35.67,37.8,40.66,12.56,20.22,16.96
Atu4758,3.92,5.69,4.81,2.18,3.11,4.09,3.08,3.19,3.27,3.94,3.62,4.28,2.75,3.03,5.43,9.17,9.68,7.55,28.82,23.97,28.55,30.87,29.12,37.74,7.52,18.05,14.66
Atu4759,3.48,3.24,1.61,1.75,1.87,0.68,2.32,1.43,2.34,2.23,0.4,2.29,2.0,1.01,0.68,4.84,9.18,5.16,18.91,13.62,6.98,13.8,11.94,20.24,3.94,9.4,6.25
Atu4760,18.88,16.56,15.83,13.9,12.95,12.3,15.32,17.86,20.39,17.99,22.77,21.94,17.45,14.39,16.73,29.71,27.84,27.73,38.49,46.22,49.21,49.59,52.93,52.62,23.34,22.65,18.16
Atu4761,20.25,17.87,19.17,12.14,13.59,14.27,15.01,17.56,16.88,14.61,15.38,14.62,12.95,11.51,13.44,10.45,8.36,8.18,3.49,8.11,7.54,14.64,11.38,14.97,17.01,7.13,10.1
Atu4762,6.61,6.64,6.6,4.64,4.48,3.92,4.75,4.83,6.09,5.88,7.71,4.01,5.14,5.39,5.22,8.16,9.16,4.35,3.53,5.06,5.49,7.14,10.05,7.49,6.5,4.09,3.47
Atu4763,29.07,31.97,37.06,38.31,35.38,32.76,27.4,51.48,39.16,49.76,50.05,46.01,38.43,26.65,48.27,19.86,15.28,15.61,17.22,19.98,18.1,22.97,23.81,25.46,19.6,14.02,10.22
Atu4764,58.57,66.39,72.14,34.32,30.64,39.64,38.76,47.12,47.59,66.61,59.54,52.04,37.88,33.17,41.5,33.13,38.81,33.8,59.14,35.76,22.02,49.08,52.63,53.97,24.24,27.71,21.63
Atu4765,27.88,29.86,25.49,18.74,15.11,18.67,23.34,22.69,24.36,25.32,24.72,25.51,19.37,17.44,23.05,15.51,21.08,13.13,19.07,13.05,10.89,23.39,23.52,24.83,9.65,13.15,9.75
Atu4766,22.96,15.73,21.2,50.92,24.43,25.94,49.21,36.39,36.34,55.08,48.29,41.05,42.21,39.84,34.6,112.14,131.28,97.99,813.68,790.53,414.35,581.25,575.0,386.6,13.23,24.33,18.45
Atu4767,64.74,66.79,60.22,108.17,43.47,60.93,115.43,87.21,100.57,154.2,118.42,84.39,73.03,83.54,84.24,189.61,158.61,176.55,843.4,1019.99,607.84,1128.68,1052.81,677.63,24.38,37.66,32.55
Atu4768,242.17,216.32,184.38,384.05,186.12,262.39,388.78,289.52,282.79,464.26,329.67,297.94,273.79,281.53,282.11,690.54,584.54,646.11,1955.38,3016.5,1712.75,3305.84,3454.25,2088.69,208.96,199.92,214.57
Atu4769,65.81,68.61,56.71,167.54,166.22,164.42,184.78,199.36,170.94,219.42,239.02,218.58,155.2,126.67,138.71,534.44,470.33,490.65,617.47,910.67,967.39,755.39,734.32,759.22,1101.22,844.38,1036.18
Atu4770,1.24,1.68,1.79,0.8,1.42,1.12,2.1,2.0,1.28,0.78,2.38,2.34,1.99,2.76,1.73,7.18,6.14,3.44,1.99,5.65,2.22,5.08,2.5,6.55,2.28,2.79,1.54
Atu4771,1.47,2.62,1.01,2.66,1.39,1.55,1.88,2.5,2.41,1.53,1.96,2.2,1.85,3.44,2.76,6.27,6.76,3.21,5.19,6.13,3.96,6.04,4.32,7.64,2.57,4.43,2.19
Atu4772,0.0,1.34,0.78,2.38,0.34,0.0,1.92,0.48,0.34,0.75,0.88,0.0,1.03,0.88,2.37,4.56,8.72,1.87,1.36,5.48,3.8,2.03,1.2,5.73,1.9,2.23,0.73
Atu4773,7.34,4.57,6.26,11.21,5.47,8.47,11.3,11.3,13.48,10.66,8.69,10.02,10.0,10.36,11.75,5.65,10.25,8.81,13.48,7.71,4.71,9.05,4.46,9.34,5.6,6.91,1.82
Atu4774,16.52,18.74,18.97,30.32,27.36,39.95,32.93,45.33,40.64,41.53,47.43,38.27,36.01,30.19,38.79,16.63,15.11,16.94,15.63,19.92,14.51,20.09,17.24,18.77,68.48,17.35,19.25
Atu4775,27.55,27.9,29.83,46.48,40.69,41.68,56.71,52.42,55.96,48.04,55.65,55.58,49.82,39.58,51.23,18.46,16.47,22.55,23.88,26.34,29.25,25.88,29.72,29.7,67.68,31.57,26.8
Atu4776,8.72,8.69,9.68,9.64,8.93,7.7,11.56,11.13,12.12,10.45,11.71,8.63,9.76,5.97,10.08,397.71,611.51,337.42,1100.55,656.44,493.47,494.35,471.75,492.31,93.34,313.89,236.1
Atu4777,7.66,11.41,8.01,10.66,9.42,12.24,11.17,12.25,10.65,8.71,7.46,8.63,6.3,7.49,8.49,16.96,20.15,17.43,8.22,20.64,14.96,18.17,18.96,16.47,18.32,23.63,22.39
Atu4778,13.96,12.02,13.29,14.7,15.9,14.75,17.2,17.46,16.49,20.82,18.12,13.54,14.49,11.89,13.73,51.84,55.07,45.39,69.16,51.22,46.9,42.73,38.33,53.37,27.67,44.25,40.74
Atu4779,4.14,1.69,0.98,4.8,0.85,2.99,5.74,3.32,6.42,1.41,4.42,4.31,5.47,4.43,10.08,8.84,15.91,6.13,2.14,6.91,2.87,8.18,6.54,17.09,2.1,3.74,4.17
Atu4780,110.73,141.1,136.7,53.25,32.87,37.29,47.31,52.85,53.1,54.26,56.11,53.21,35.68,40.56,39.97,6626.65,7269.95,6210.18,10661.24,7905.32,5808.91,5658.59,6245.85,5484.53,1460.63,4070.59,3889.67
Atu4781,3.81,3.88,2.88,10.48,11.16,10.74,9.28,9.61,12.36,7.97,7.1,6.91,8.82,9.68,10.23,12.84,7.87,9.79,11.65,12.87,11.43,8.27,8.05,10.75,7.44,8.09,6.98
Atu4782,10.43,11.27,9.19,35.85,42.64,34.95,27.62,31.8,28.55,27.45,22.63,25.92,33.99,30.66,43.89,165.01,120.58,151.82,315.77,353.42,346.88,201.71,202.86,217.28,216.19,229.82,235.38
Atu4783,4.75,3.33,5.09,13.98,13.33,16.38,13.55,15.07,21.5,14.69,12.07,11.8,13.74,12.72,16.33,196.33,125.29,185.43,377.85,388.24,408.26,177.77,171.99,185.8,163.28,275.27,269.68
